,nr,year,school,exper,union,ethn,maried,health,wage,placa,industry,occupation,residence
552,1096,1987,11,13,yes,other,yes,no,1.408174092,4.088483388,Agricultural,"Craftsmen, Foremen_and_kindred",NA
553,1098,1980,14,1,no,other,no,no,1.551967809,4.720750585,Professional_and_Related Service,"Professional, Technical_and_kindred",south
554,1098,1981,14,2,no,other,no,no,2.128231706,8.4,Professional_and_Related Service,"Professional, Technical_and_kindred",south
555,1098,1982,14,3,no,other,no,no,2.757775851,15.7647408,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
556,1098,1983,14,4,no,other,no,no,1.509607413,4.524954009,Manufacturing,"Professional, Technical_and_kindred",south
557,1098,1984,14,5,no,other,no,no,1.933386163,6.912878788,Manufacturing,"Professional, Technical_and_kindred",south
558,1098,1985,14,6,no,other,no,no,2.277675894,9.753984754,Manufacturing,"Professional, Technical_and_kindred",south
559,1098,1986,14,7,no,other,no,no,2.265224495,9.633286983,Construction,"Professional, Technical_and_kindred",south
560,1098,1987,14,8,no,other,yes,no,2.282758699,9.803688564,Professional_and_Related Service,"Professional, Technical_and_kindred",south
561,1102,1980,13,3,no,other,no,no,0.881084476,2.413515688,Professional_and_Related Service,Clerical_and_kindred,south
562,1102,1981,13,4,no,other,no,no,2.040220829,7.692307692,Business_and_Repair_Service,Clerical_and_kindred,south
563,1102,1982,13,5,no,other,no,no,1.833003428,6.252637832,Manufacturing,Sales_Workers,south
564,1102,1983,13,6,no,other,no,no,1.774200253,5.89556429,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",south
565,1102,1984,13,7,no,other,no,no,1.822308327,6.186121571,Business_and_Repair_Service,Sales_Workers,south
566,1102,1985,13,8,no,other,no,no,2.657274432,14.25737664,Business_and_Repair_Service,Sales_Workers,south
567,1102,1986,13,9,no,other,no,no,2.774626927,16.03264453,Trade,"Managers, Officials_and_Proprietors",NA
568,1102,1987,13,10,no,other,no,no,2.851785862,17.31868301,Manufacturing,Sales_Workers,NA
569,1107,1980,12,5,no,other,no,no,1.543309746,4.680054459,Construction,"Craftsmen, Foremen_and_kindred",south
570,1107,1981,12,6,no,other,yes,no,1.570217199,4.807692308,Construction,"Craftsmen, Foremen_and_kindred",south
571,1107,1982,12,7,no,other,yes,no,1.656601814,5.241469057,Construction,"Craftsmen, Foremen_and_kindred",south
572,1107,1983,12,8,no,other,yes,no,1.660871568,5.263896687,Construction,"Craftsmen, Foremen_and_kindred",south
573,1107,1984,12,9,no,other,yes,no,2.001000115,7.396449704,Construction,"Craftsmen, Foremen_and_kindred",south
574,1107,1985,12,10,no,other,yes,no,1.871322292,6.496881497,Construction,"Craftsmen, Foremen_and_kindred",south
575,1107,1986,12,11,no,other,yes,no,1.890475442,6.622516557,Construction,"Craftsmen, Foremen_and_kindred",NA
576,1107,1987,12,12,no,other,yes,no,2.035432312,7.655561,Construction,"Craftsmen, Foremen_and_kindred",NA
577,1142,1980,14,2,no,hisp,no,no,1.413112308,4.108723135,Trade,Service_Workers,south
578,1142,1981,14,3,no,hisp,no,no,1.667773489,5.300353357,Finance,"Managers, Officials_and_Proprietors",south
579,1142,1982,14,4,no,hisp,no,no,1.922095971,6.835269993,Finance,"Managers, Officials_and_Proprietors",south
580,1142,1983,14,5,no,hisp,no,no,1.74137394,5.705176609,Transportation,"Managers, Officials_and_Proprietors",south
581,1142,1984,14,6,no,hisp,no,no,2.011050451,7.471161317,Finance,Clerical_and_kindred,south
582,1142,1985,14,7,no,hisp,yes,no,2.223542886,9.24000924,Finance,"Managers, Officials_and_Proprietors",south
583,1142,1986,14,8,no,hisp,yes,no,2.088562414,8.073300751,Finance,"Managers, Officials_and_Proprietors",south
584,1142,1987,14,9,no,hisp,yes,no,2.34130773,10.3948213,Finance,"Managers, Officials_and_Proprietors",south
585,1156,1980,12,5,no,black,no,no,1.302817557,3.679649697,Trade,Service_Workers,south
586,1156,1981,12,6,no,black,no,no,1.33072451,3.783783784,Trade,Service_Workers,south
587,1156,1982,12,7,no,black,no,no,1.299566358,3.66770585,Trade,Service_Workers,south
588,1156,1983,12,8,no,black,no,no,1.631099409,5.109489051,Trade,Service_Workers,south
589,1156,1984,12,9,no,black,no,no,1.659153505,5.254860746,Trade,Service_Workers,south
590,1156,1985,12,10,no,black,no,no,1.648178741,5.197505198,Trade,Service_Workers,south
591,1156,1986,12,11,no,black,no,no,1.554003206,4.730368969,Trade,Service_Workers,south
592,1156,1987,12,12,no,black,no,no,1.933747572,6.915377616,Trade,Service_Workers,south
593,1180,1980,13,2,no,other,no,no,1.853464675,6.381892444,Construction,"Professional, Technical_and_kindred",south
594,1180,1981,13,3,no,other,no,no,1.609437912,5,Construction,"Craftsmen, Foremen_and_kindred",south
595,1180,1982,13,4,yes,other,no,no,1.690503365,5.42220937,Construction,"Craftsmen, Foremen_and_kindred",south
596,1180,1983,13,5,yes,other,no,no,1.537495229,4.652921162,Transportation,"Craftsmen, Foremen_and_kindred",south
597,1180,1984,13,6,no,other,yes,no,2.041054509,7.698723295,Construction,"Managers, Officials_and_Proprietors",south
598,1180,1985,13,7,no,other,yes,no,1.920112456,6.821725571,Construction,Clerical_and_kindred,south
599,1180,1986,13,8,no,other,yes,no,2.113618994,8.278145696,Construction,"Craftsmen, Foremen_and_kindred",south
600,1180,1987,13,9,no,other,yes,no,2.217753869,9.1866732,Construction,Clerical_and_kindred,south
601,1190,1980,12,2,no,black,no,no,1.510342697,4.528282358,Manufacturing,Operatives_and_kindred,south
602,1190,1981,12,3,no,black,no,no,1.510857084,4.530612245,Manufacturing,Operatives_and_kindred,south
603,1190,1982,12,4,no,black,no,no,1.061894706,2.891844997,Manufacturing,"Craftsmen, Foremen_and_kindred",south
604,1190,1983,12,5,no,black,no,no,1.350716639,3.860190904,Manufacturing,Operatives_and_kindred,south
605,1190,1984,12,6,no,black,no,no,1.216045386,3.373819163,Manufacturing,"Craftsmen, Foremen_and_kindred",south
606,1190,1985,12,7,no,black,no,no,1.173910713,3.234617596,Agricultural,Laborers_and_farmers,south
607,1190,1986,12,8,no,black,no,no,1.340429105,3.820682628,Manufacturing,Laborers_and_farmers,south
608,1190,1987,12,9,no,black,yes,no,1.381505844,3.98089172,Manufacturing,Operatives_and_kindred,south
609,1204,1980,8,5,no,other,no,no,1.622382287,5.065142576,Trade,Operatives_and_kindred,south
610,1204,1981,8,6,yes,other,no,no,1.752538756,5.769230769,Manufacturing,Operatives_and_kindred,south
611,1204,1982,8,7,yes,other,no,no,1.93475588,6.922353962,Trade,Operatives_and_kindred,south
612,1204,1983,8,8,yes,other,no,no,1.778595342,5.921532847,Mining,Operatives_and_kindred,south
613,1204,1984,8,9,yes,other,no,no,1.868610927,6.479289941,Mining,Operatives_and_kindred,south
614,1204,1985,8,10,yes,other,no,no,2.011084234,7.471413721,Manufacturing,Operatives_and_kindred,south
615,1204,1986,8,11,yes,other,no,no,2.251372231,9.500764137,Manufacturing,Service_Workers,south
616,1204,1987,8,12,yes,other,no,no,2.250543691,9.492895639,Mining,"Professional, Technical_and_kindred",south
617,1249,1980,11,5,no,other,no,no,1.530746545,4.621625785,Manufacturing,Operatives_and_kindred,south
618,1249,1981,11,6,no,other,yes,no,1.339992901,3.819016393,Trade,Operatives_and_kindred,south
619,1249,1982,11,7,no,other,no,no,1.659569092,5.257045051,Agricultural,Farm_Laborers_and_Foreman,south
620,1249,1983,11,8,no,other,yes,no,1.383422671,3.988529719,Agricultural,Operatives_and_kindred,south
621,1249,1984,11,9,no,other,yes,yes,1.511506172,4.533553966,Agricultural,Sales_Workers,south
622,1249,1985,11,10,no,other,no,no,1.425035189,4.158004158,Trade,Operatives_and_kindred,south
623,1249,1986,11,11,no,other,yes,no,1.443959794,4.237442038,Manufacturing,Operatives_and_kindred,NA
624,1249,1987,11,12,no,other,no,no,1.444379086,4.239219136,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
625,1272,1980,12,3,no,other,yes,no,1.750865774,5.75958702,Trade,Laborers_and_farmers,south
626,1272,1981,12,4,no,other,no,no,1.832376315,6.248717949,Trade,Laborers_and_farmers,south
627,1272,1982,12,5,yes,other,no,no,1.755041886,5.783689994,Trade,Clerical_and_kindred,south
628,1272,1983,12,6,no,other,no,yes,1.782105432,5.942354483,Trade,Clerical_and_kindred,south
629,1272,1984,12,7,no,other,no,no,1.721767097,5.594405594,Trade,Clerical_and_kindred,south
630,1272,1985,12,8,yes,other,no,no,1.73331061,5.65935886,Public_Administration,Laborers_and_farmers,south
631,1272,1986,12,9,no,other,yes,no,1.764681555,5.839712436,Public_Administration,Laborers_and_farmers,south
632,1272,1987,12,10,no,other,yes,no,1.90759894,6.73689368,Public_Administration,Laborers_and_farmers,south
633,1311,1980,15,2,no,other,no,no,0.556780125,1.745044619,Trade,"Managers, Officials_and_Proprietors",south
634,1311,1981,15,3,no,other,no,no,1.554713013,4.73372781,Mining,Operatives_and_kindred,south
635,1311,1982,15,4,no,other,no,no,1.686833636,5.402347797,Mining,"Professional, Technical_and_kindred",south
636,1311,1983,15,5,no,other,no,no,1.644792736,5.179936183,Manufacturing,Laborers_and_farmers,south
637,1311,1984,15,6,no,other,no,no,2.212790094,9.141185612,Mining,"Professional, Technical_and_kindred",south
638,1311,1985,15,7,no,other,no,no,1.894876889,6.65172945,Mining,Operatives_and_kindred,south
639,1311,1986,15,8,no,other,no,no,1.791082698,5.995940748,Mining,Operatives_and_kindred,south
640,1311,1987,15,9,no,other,no,no,2.058709375,7.835850134,Mining,Laborers_and_farmers,south
641,1316,1980,8,4,no,other,no,no,1.543309746,4.680054459,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
642,1316,1981,8,5,no,other,no,no,1.68948062,5.416666667,Construction,"Craftsmen, Foremen_and_kindred",NA
643,1316,1982,8,6,no,other,yes,no,1.877644208,6.538084341,Trade,"Craftsmen, Foremen_and_kindred",NA
644,1316,1983,8,7,no,other,yes,no,2.589254345,13.3198359,Trade,"Craftsmen, Foremen_and_kindred",NA
645,1316,1984,8,8,no,other,yes,no,2.738599059,15.46530393,Manufacturing,"Craftsmen, Foremen_and_kindred",south
646,1316,1985,8,9,no,other,yes,no,1.861752841,6.435006435,Construction,"Craftsmen, Foremen_and_kindred",south
647,1316,1986,8,10,no,other,yes,no,1.911142079,6.760805765,Construction,"Craftsmen, Foremen_and_kindred",south
648,1316,1987,8,11,no,other,yes,no,1.90759894,6.73689368,Trade,"Craftsmen, Foremen_and_kindred",NA
649,1318,1980,8,8,no,other,no,no,1.059776265,2.885725279,Construction,Laborers_and_farmers,NA
650,1318,1981,8,9,no,other,no,no,1.467701636,4.339250493,Agricultural,Laborers_and_farmers,NA
651,1318,1982,8,10,no,other,no,no,1.339763157,3.818139098,Agricultural,Farm_Laborers_and_Foreman,NA
652,1318,1983,8,11,no,other,no,no,1.294627173,3.649635037,Agricultural,Farm_Laborers_and_Foreman,NA
653,1318,1984,8,12,no,other,no,no,1.251763468,3.496503497,Manufacturing,Laborers_and_farmers,rural_area
654,1318,1985,8,13,no,other,no,no,1.332202525,3.789380407,Agricultural,Farm_Laborers_and_Foreman,NA
655,1318,1986,8,14,no,other,no,no,1.28594092,3.618070671,Manufacturing,Laborers_and_farmers,NA
656,1318,1987,8,15,no,other,no,no,1.286195665,3.618992473,Agricultural,Laborers_and_farmers,NA
657,1345,1980,12,4,no,other,no,no,1.764698182,5.839809532,Manufacturing,"Craftsmen, Foremen_and_kindred",south
658,1345,1981,12,5,no,other,yes,no,-0.723918839,0.484848485,Trade,"Craftsmen, Foremen_and_kindred",south
659,1345,1982,12,6,no,other,yes,no,1.890843428,6.624953994,Manufacturing,"Craftsmen, Foremen_and_kindred",south
660,1345,1983,12,7,no,other,yes,no,2.088315582,8.071308254,Trade,"Craftsmen, Foremen_and_kindred",south
661,1345,1984,12,8,no,other,yes,no,2.206275413,9.081827264,Manufacturing,"Craftsmen, Foremen_and_kindred",south
662,1345,1985,12,9,no,other,yes,no,2.159004365,8.662508662,Manufacturing,"Craftsmen, Foremen_and_kindred",south
663,1345,1986,12,10,no,other,yes,no,2.221297007,9.219280589,Trade,"Craftsmen, Foremen_and_kindred",south
664,1345,1987,12,11,no,other,yes,no,1.583854192,4.873703847,Trade,"Craftsmen, Foremen_and_kindred",south
665,1397,1980,12,5,yes,other,no,no,1.770083066,5.871341048,Manufacturing,Operatives_and_kindred,south
666,1397,1981,12,6,yes,other,no,no,1.601715866,4.961538461,Manufacturing,Operatives_and_kindred,south
667,1397,1982,12,7,yes,other,no,no,1.547402522,4.69924812,Manufacturing,"Craftsmen, Foremen_and_kindred",south
668,1397,1983,12,8,yes,other,no,no,1.786034711,5.965749579,Manufacturing,Laborers_and_farmers,south
669,1397,1984,12,9,yes,other,no,no,1.682546384,5.379236149,Manufacturing,Operatives_and_kindred,south
670,1397,1985,12,10,yes,other,no,no,1.720499402,5.587318087,Manufacturing,Operatives_and_kindred,south
671,1397,1986,12,11,yes,other,no,no,1.799961435,6.049414162,Manufacturing,Operatives_and_kindred,south
672,1397,1987,12,12,yes,other,no,no,1.760995466,5.81822636,Manufacturing,Operatives_and_kindred,south
673,1434,1980,10,2,no,other,no,no,0.206286434,1.229105211,Construction,Laborers_and_farmers,south
674,1434,1981,10,3,no,other,yes,no,1.121049634,3.068072867,Construction,"Craftsmen, Foremen_and_kindred",south
675,1434,1982,10,4,yes,other,yes,no,1.086117343,2.962748377,Professional_and_Related Service,Service_Workers,south
676,1434,1983,10,5,yes,other,yes,no,1.26891481,3.556990455,Professional_and_Related Service,Service_Workers,south
677,1434,1984,10,6,yes,other,yes,no,1.099372578,3.002281734,Entertainment,Service_Workers,south
678,1434,1985,10,7,yes,other,yes,no,1.345229196,3.839066339,Trade,Laborers_and_farmers,south
679,1434,1986,10,8,no,other,yes,no,1.900044893,6.6861946,Business_and_Repair_Service,Service_Workers,south
680,1434,1987,10,9,no,other,yes,no,1.515391784,4.551203867,Professional_and_Related Service,Service_Workers,south
681,1492,1980,13,4,no,other,no,no,2.036455352,7.663396951,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
682,1492,1981,13,5,no,other,no,no,1.142368271,3.134182174,Trade,"Craftsmen, Foremen_and_kindred",south
683,1492,1982,13,6,no,other,no,no,1.378535857,3.969086062,Transportation,"Professional, Technical_and_kindred",south
684,1492,1983,13,7,no,other,yes,no,1.473753839,4.365592149,Transportation,"Professional, Technical_and_kindred",south
685,1492,1984,13,8,no,other,no,yes,1.47490702,4.370629371,Manufacturing,"Craftsmen, Foremen_and_kindred",south
686,1492,1985,13,9,no,other,yes,no,1.416282398,4.121768828,Manufacturing,"Craftsmen, Foremen_and_kindred",south
687,1492,1986,13,10,no,other,yes,no,1.498433354,4.474673349,Manufacturing,"Craftsmen, Foremen_and_kindred",south
688,1492,1987,13,11,no,other,yes,no,1.500852602,4.485511797,Manufacturing,"Craftsmen, Foremen_and_kindred",south
689,1496,1980,12,1,yes,other,no,no,1.178336,3.248963426,Trade,Service_Workers,NA
690,1496,1981,12,2,yes,other,no,no,1.087287139,2.966216216,Trade,Service_Workers,NA
691,1496,1982,12,3,no,other,no,no,0.00773418,1.007764166,Trade,"Craftsmen, Foremen_and_kindred",NA
692,1496,1983,12,4,no,other,no,no,0.796704954,2.218219737,Trade,"Managers, Officials_and_Proprietors",south
693,1496,1984,12,5,no,other,no,no,1.037228291,2.821386107,Personal_Service,"Managers, Officials_and_Proprietors",south
694,1496,1985,12,6,no,other,no,no,1.208374143,3.348036795,Personal_Service,"Managers, Officials_and_Proprietors",south
695,1496,1986,12,7,no,other,no,no,1.204458887,3.334954004,Trade,"Managers, Officials_and_Proprietors",south
696,1496,1987,12,8,no,other,no,no,1.857080519,6.405010141,Transportation,Sales_Workers,south
697,1506,1980,12,3,no,other,no,no,0.974396653,2.64956812,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
698,1506,1981,12,4,no,other,no,no,2.465104023,11.76470588,Manufacturing,"Craftsmen, Foremen_and_kindred",south
699,1506,1982,12,5,no,other,no,no,1.055035692,2.872077661,Trade,"Craftsmen, Foremen_and_kindred",south
700,1506,1983,12,6,no,other,no,no,1.142764823,3.135425289,Trade,Service_Workers,south
701,1506,1984,12,7,no,other,no,no,1.012746568,2.753152359,Trade,Sales_Workers,south
702,1506,1985,12,8,no,other,no,no,1.072814596,2.923596673,Trade,Operatives_and_kindred,south
703,1506,1986,12,9,no,other,no,no,1.0599847,2.886326828,Trade,Operatives_and_kindred,south
704,1506,1987,12,10,no,other,no,no,0.926926686,2.526731791,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
705,1515,1980,10,2,no,other,no,no,1.03377934,2.811672044,Trade,Sales_Workers,south
706,1515,1981,10,3,yes,other,no,no,1.292640928,3.642393162,Trade,"Managers, Officials_and_Proprietors",south
707,1515,1982,10,4,no,other,no,no,1.3144664,3.722763986,Trade,"Managers, Officials_and_Proprietors",south
708,1515,1983,10,5,no,other,no,no,1.258214887,3.519133824,Trade,"Managers, Officials_and_Proprietors",south
709,1515,1984,10,6,no,other,no,no,1.647278245,5.192826975,Transportation,Operatives_and_kindred,south
710,1515,1985,10,7,no,other,no,no,1.765961776,5.847193347,Transportation,Operatives_and_kindred,south
711,1515,1986,10,8,no,other,no,no,1.799961435,6.049414162,Transportation,Clerical_and_kindred,south
712,1515,1987,10,9,no,other,yes,no,1.810687479,6.114649681,Transportation,Operatives_and_kindred,NA
713,1520,1980,12,5,yes,black,yes,no,1.375922877,3.958728456,Manufacturing,Operatives_and_kindred,south
714,1520,1981,12,6,yes,black,yes,no,1.353907845,3.872529246,Agricultural,Farm_Laborers_and_Foreman,south
715,1520,1982,12,7,no,black,yes,no,1.349576778,3.85579333,Agricultural,Operatives_and_kindred,south
716,1520,1983,12,8,no,black,yes,no,1.351197524,3.862047658,Manufacturing,Operatives_and_kindred,south
717,1520,1984,12,9,no,black,yes,no,1.370305721,3.936553997,Manufacturing,Operatives_and_kindred,south
718,1520,1985,12,10,no,black,yes,no,1.401318663,4.060550935,Manufacturing,Clerical_and_kindred,south
719,1520,1986,12,11,no,black,yes,no,1.580542761,4.857591606,Manufacturing,Laborers_and_farmers,south
720,1520,1987,12,12,yes,black,yes,no,1.63599495,5.134564088,Trade,Laborers_and_farmers,south
721,1528,1980,10,4,yes,black,no,no,0.978897786,2.661521059,Trade,Service_Workers,south
722,1528,1981,10,5,no,black,no,no,1.241713132,3.461538462,Trade,Service_Workers,south
723,1528,1982,10,6,no,black,no,no,1.259720449,3.52443609,Trade,Service_Workers,south
724,1528,1983,10,7,no,black,no,no,1.032262908,2.807411566,Trade,Service_Workers,south
725,1528,1984,10,8,no,black,no,no,1.196193617,3.307503307,Trade,Service_Workers,south
726,1528,1985,10,9,no,black,no,no,1.168104533,3.215891242,Trade,Service_Workers,south
727,1528,1986,10,10,no,black,no,no,1.366404592,3.921226909,Trade,Service_Workers,south
728,1528,1987,10,11,no,black,no,no,1.398312963,4.048364461,Professional_and_Related Service,Service_Workers,NA
729,1554,1980,12,2,no,other,no,no,1.311867392,3.713101058,Manufacturing,Operatives_and_kindred,south
730,1554,1981,12,3,no,other,yes,no,1.222664937,3.396226415,Trade,Operatives_and_kindred,south
731,1554,1982,12,4,yes,other,yes,no,1.408866593,4.09131565,Manufacturing,Clerical_and_kindred,south
732,1554,1983,12,5,no,other,yes,no,1.574341075,4.827559572,Manufacturing,Operatives_and_kindred,south
733,1554,1984,12,6,no,other,yes,no,1.455858825,4.288164665,Manufacturing,"Craftsmen, Foremen_and_kindred",south
734,1554,1985,12,7,no,other,yes,no,1.874824923,6.519677572,Manufacturing,"Craftsmen, Foremen_and_kindred",south
735,1554,1986,12,8,no,other,yes,no,1.87394614,6.513950711,Manufacturing,"Craftsmen, Foremen_and_kindred",south
736,1554,1987,12,9,no,other,yes,no,1.733726438,5.661712668,Manufacturing,"Craftsmen, Foremen_and_kindred",south
737,1575,1980,13,3,no,other,no,no,1.576051493,4.835823783,Finance,Sales_Workers,NA
738,1575,1981,13,4,no,other,yes,no,1.742017377,5.708848715,Finance,Clerical_and_kindred,NA
739,1575,1982,13,5,no,other,yes,no,1.778826791,5.922903539,Finance,"Managers, Officials_and_Proprietors",NA
740,1575,1983,13,6,no,other,yes,no,1.871161593,6.495837535,Finance,"Professional, Technical_and_kindred",NA
741,1575,1984,13,7,no,other,yes,no,1.65639559,5.240388255,Finance,Clerical_and_kindred,NA
742,1575,1985,13,8,no,other,yes,no,1.783029685,5.947849258,Finance,"Managers, Officials_and_Proprietors",NA
743,1575,1986,13,9,no,other,yes,no,1.5948252,4.927467676,Finance,"Managers, Officials_and_Proprietors",NA
744,1575,1987,13,10,no,other,yes,no,1.995091202,7.352873595,Finance,"Managers, Officials_and_Proprietors",NA
745,1576,1980,11,2,no,other,yes,no,1.32470135,3.761061947,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
746,1576,1981,11,3,no,other,yes,no,1.347073648,3.846153846,Finance,Service_Workers,NA
747,1576,1982,11,4,no,other,yes,no,1.562669994,4.771544245,Personal_Service,Service_Workers,NA
748,1576,1983,11,5,no,other,yes,no,3.200689122,24.54944192,Personal_Service,Service_Workers,NA
749,1576,1984,11,6,no,other,yes,no,1.838300914,6.285848983,Construction,"Craftsmen, Foremen_and_kindred",NA
750,1576,1985,11,7,no,other,no,no,1.870448548,6.491207364,Construction,"Craftsmen, Foremen_and_kindred",south
751,1576,1986,11,8,no,other,no,no,0.825764705,2.283626399,Construction,"Craftsmen, Foremen_and_kindred",NA
752,1576,1987,11,9,no,other,no,no,1.844714431,6.326292936,Construction,"Craftsmen, Foremen_and_kindred",NA
753,1628,1980,12,3,no,other,no,no,1.176472934,3.24291603,Trade,Operatives_and_kindred,NA
754,1628,1981,12,4,no,other,no,no,1.32425897,3.759398496,Trade,Sales_Workers,NA
755,1628,1982,12,5,no,other,no,no,1.235966363,3.441702849,Manufacturing,Laborers_and_farmers,NA
756,1628,1983,12,6,no,other,no,no,1.592994145,4.918453467,Trade,Sales_Workers,nothern_central
757,1628,1984,12,7,no,other,no,no,1.725366381,5.61457773,Public_Administration,Service_Workers,nothern_central
758,1628,1985,12,8,no,other,no,no,1.820028998,6.172037422,Public_Administration,Service_Workers,nothern_central
759,1628,1986,12,9,no,other,no,no,1.836141091,6.272287315,Public_Administration,Service_Workers,nothern_central
760,1628,1987,12,10,no,other,no,no,1.861078925,6.430671239,Public_Administration,"Managers, Officials_and_Proprietors",nothern_central
761,1641,1980,12,4,no,hisp,no,no,2.111690595,8.26219751,Trade,"Managers, Officials_and_Proprietors",NA
762,1641,1981,12,5,no,hisp,yes,no,2.170552218,8.763121862,Trade,"Managers, Officials_and_Proprietors",NA
763,1641,1982,12,6,no,hisp,yes,no,2.134839248,8.455687126,Trade,"Managers, Officials_and_Proprietors",NA
764,1641,1983,12,7,no,hisp,yes,no,2.072430196,7.944105408,Trade,"Managers, Officials_and_Proprietors",NA
765,1641,1984,12,8,no,hisp,yes,no,2.04054088,7.694770018,Trade,"Managers, Officials_and_Proprietors",NA
766,1641,1985,12,9,no,hisp,yes,no,2.018958291,7.530476281,Trade,"Managers, Officials_and_Proprietors",NA
767,1641,1986,12,10,no,hisp,yes,no,2.167382442,8.735388698,Trade,"Managers, Officials_and_Proprietors",NA
768,1641,1987,12,11,no,hisp,yes,no,1.87348838,6.510969569,Finance,Sales_Workers,NA
769,1644,1980,12,1,yes,hisp,no,no,0.560979217,1.752387628,Entertainment,"Managers, Officials_and_Proprietors",NA
770,1644,1981,12,2,no,hisp,no,no,1.546365309,4.694376528,Finance,Sales_Workers,NA
771,1644,1982,12,3,no,hisp,no,no,1.531898335,4.626951995,Finance,Clerical_and_kindred,NA
772,1644,1983,12,4,no,hisp,no,no,1.591878696,4.912970242,Finance,Clerical_and_kindred,NA
773,1644,1984,12,5,no,hisp,no,no,1.685167945,5.393356644,Finance,"Professional, Technical_and_kindred",NA
774,1644,1985,12,6,no,hisp,no,no,1.648178741,5.197505198,Finance,Clerical_and_kindred,NA
775,1644,1986,12,7,no,hisp,no,no,1.565979397,4.787361366,Finance,Sales_Workers,NA
776,1644,1987,12,8,no,hisp,yes,no,2.068422475,7.912331368,Finance,Clerical_and_kindred,NA
777,1653,1980,15,2,yes,other,no,no,-0.384581897,0.680735194,Trade,Clerical_and_kindred,NA
778,1653,1981,15,3,yes,other,no,no,1.886070149,6.593406593,Trade,Laborers_and_farmers,NA
779,1653,1982,15,4,yes,other,no,no,1.987385135,7.296429614,Trade,Clerical_and_kindred,NA
780,1653,1983,15,5,yes,other,no,no,2.136661134,8.471106468,Trade,Clerical_and_kindred,NA
781,1653,1984,15,6,yes,other,no,no,1.804233793,6.075314717,Trade,Clerical_and_kindred,NA
782,1653,1985,15,7,no,other,no,no,2.13012149,8.415889199,Finance,Sales_Workers,NA
783,1653,1986,15,8,no,other,no,no,2.631413287,13.89339138,Finance,Sales_Workers,NA
784,1653,1987,15,9,no,other,no,no,2.793118014,16.33186347,Finance,Sales_Workers,NA
785,1654,1980,11,4,no,other,no,no,1.624841658,5.077614972,Manufacturing,"Managers, Officials_and_Proprietors",NA
786,1654,1981,11,5,no,other,no,yes,1.616872891,5.037313433,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
787,1654,1982,11,6,no,other,no,no,1.429619486,4.17710944,Construction,"Craftsmen, Foremen_and_kindred",NA
788,1654,1983,11,7,no,other,no,no,1.736459925,5.677210057,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
789,1654,1984,11,8,no,other,no,no,1.716041603,5.56246638,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
790,1654,1985,11,9,no,other,yes,no,1.809021266,6.104469855,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
791,1654,1986,11,10,no,other,yes,no,1.799961435,6.049414162,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
792,1654,1987,11,11,no,other,yes,no,2.183852317,8.880450759,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
793,1721,1980,11,5,no,hisp,no,no,1.784471803,5.956432948,Trade,Laborers_and_farmers,NA
794,1721,1981,11,6,yes,hisp,no,no,1.934860313,6.923076923,Trade,"Craftsmen, Foremen_and_kindred",NA
795,1721,1982,11,7,no,hisp,no,no,2.026975602,7.591093118,Trade,"Craftsmen, Foremen_and_kindred",NA
796,1721,1983,11,8,no,hisp,no,no,2.109821788,8.246771477,Trade,"Craftsmen, Foremen_and_kindred",NA
797,1721,1984,11,9,no,hisp,no,no,2.128833487,8.405056482,Trade,"Craftsmen, Foremen_and_kindred",NA
798,1721,1985,11,10,yes,hisp,no,no,2.094465843,8.121101871,Trade,"Craftsmen, Foremen_and_kindred",NA
799,1721,1986,11,11,no,hisp,no,no,2.256719837,9.551706571,Trade,"Craftsmen, Foremen_and_kindred",NA
800,1721,1987,11,12,no,hisp,no,no,2.910901049,18.3733464,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
801,1742,1980,12,2,yes,other,no,no,1.461624733,4.312961247,Transportation,Clerical_and_kindred,NA
802,1742,1981,12,3,yes,other,no,no,1.682905064,5.381165919,Transportation,Clerical_and_kindred,NA
803,1742,1982,12,4,no,other,yes,no,1.872824922,6.506651243,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
804,1742,1983,12,5,no,other,yes,no,2.04386382,7.720381808,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
805,1742,1984,12,6,no,other,no,no,2.350375757,10.48951049,Manufacturing,"Professional, Technical_and_kindred",NA
806,1742,1985,12,7,no,other,no,no,2.387135457,10.88227651,Trade,"Craftsmen, Foremen_and_kindred",NA
807,1742,1986,12,8,no,other,no,no,2.410870517,11.14365767,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
